[2025-05-11 22:25:38,675] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
[2025-05-11 22:27:34,371] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/y_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/y_val.npy
[2025-05-11 22:27:34,379] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_validation/reports/drift_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/drift_report.yaml
[2025-05-11 22:27:34,648] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_validation/reports/drift_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/drift_report.yaml
[2025-05-11 22:27:34,649] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_validation/reports/duplicates_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/duplicates_report.yaml
[2025-05-11 22:27:34,903] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_validation/reports/duplicates_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/duplicates_report.yaml
[2025-05-11 22:27:34,905] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_validation/reports/missing_values_report.json -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/missing_values_report.json
[2025-05-11 22:27:35,165] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_validation/reports/missing_values_report.json -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/missing_values_report.json
[2025-05-11 22:27:35,165] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_validation/reports/validation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/validation_report.yaml
[2025-05-11 22:27:35,423] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_validation/reports/validation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/reports/validation_report.yaml
[2025-05-11 22:27:35,424] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_validation/validated/validated_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/validated/validated_data.csv
[2025-05-11 22:27:35,888] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_validation/validated/validated_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_validation/validated/validated_data.csv
[2025-05-11 22:27:35,902] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/model_evaluation/evaluation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_evaluation/evaluation_report.yaml
[2025-05-11 22:27:36,167] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/model_evaluation/evaluation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_evaluation/evaluation_report.yaml
[2025-05-11 22:27:36,168] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/model_trainer/inference_model/inference_model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_trainer/inference_model/inference_model.joblib
[2025-05-11 22:27:37,054] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/model_trainer/inference_model/inference_model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_trainer/inference_model/inference_model.joblib
[2025-05-11 22:27:37,058] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/model_trainer/reports/training_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_trainer/reports/training_report.yaml
[2025-05-11 22:27:37,306] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/model_trainer/reports/training_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_trainer/reports/training_report.yaml
[2025-05-11 22:27:37,306] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/model_trainer/trained_model/model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_trainer/trained_model/model.joblib
[2025-05-11 22:27:37,909] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/model_trainer/trained_model/model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/model_trainer/trained_model/model.joblib
[2025-05-11 22:27:37,909] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_ingestion/featurestore/raw_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_ingestion/featurestore/raw_data.csv
[2025-05-11 22:27:38,671] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_ingestion/featurestore/raw_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_ingestion/featurestore/raw_data.csv
[2025-05-11 22:27:38,671] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_ingestion/ingested/ingested_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_ingestion/ingested/ingested_data.csv
[2025-05-11 22:27:39,341] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_ingestion/ingested/ingested_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_ingestion/ingested/ingested_data.csv
[2025-05-11 22:27:39,342] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/x_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/x_preprocessor.joblib
[2025-05-11 22:27:39,905] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/x_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/x_preprocessor.joblib
[2025-05-11 22:27:39,906] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/y_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/y_preprocessor.joblib
[2025-05-11 22:27:40,163] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/y_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/y_preprocessor.joblib
[2025-05-11 22:27:40,163] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/x_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/x_test.npy
[2025-05-11 22:27:40,575] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/x_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/x_test.npy
[2025-05-11 22:27:40,575] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/y_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/y_test.npy
[2025-05-11 22:27:41,058] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/y_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/y_test.npy
[2025-05-11 22:27:41,061] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy
[2025-05-11 22:27:41,678] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy
[2025-05-11 22:27:41,679] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy
[2025-05-11 22:27:41,975] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy
[2025-05-11 22:27:41,985] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy
[2025-05-11 22:27:42,375] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy
[2025-05-11 22:27:42,390] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy
[2025-05-11 22:27:42,645] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy
[2025-05-11 22:27:42,654] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_validation/reports/drift_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/drift_report.yaml
[2025-05-11 22:27:42,929] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_validation/reports/drift_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/drift_report.yaml
[2025-05-11 22:27:42,939] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_validation/reports/duplicates_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/duplicates_report.yaml
[2025-05-11 22:27:43,270] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_validation/reports/duplicates_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/duplicates_report.yaml
[2025-05-11 22:27:43,284] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_validation/reports/missing_values_report.json -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/missing_values_report.json
[2025-05-11 22:27:43,548] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_validation/reports/missing_values_report.json -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/missing_values_report.json
[2025-05-11 22:27:43,555] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_validation/reports/validation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/validation_report.yaml
[2025-05-11 22:27:43,901] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_validation/reports/validation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/reports/validation_report.yaml
[2025-05-11 22:27:43,909] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/data_validation/validated/validated_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/validated/validated_data.csv
[2025-05-11 22:27:44,528] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/data_validation/validated/validated_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/data_validation/validated/validated_data.csv
[2025-05-11 22:27:44,528] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/model_evaluation/evaluation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_evaluation/evaluation_report.yaml
[2025-05-11 22:27:44,809] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/model_evaluation/evaluation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_evaluation/evaluation_report.yaml
[2025-05-11 22:27:44,816] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib
[2025-05-11 22:27:45,807] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib
[2025-05-11 22:27:45,807] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/model_trainer/reports/training_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_trainer/reports/training_report.yaml
[2025-05-11 22:27:46,069] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/model_trainer/reports/training_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_trainer/reports/training_report.yaml
[2025-05-11 22:27:46,072] - INFO - s3_syncer - Uploading file: artifacts/2025_05_11T21_17_47Z/model_trainer/trained_model/model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_trainer/trained_model/model.joblib
[2025-05-11 22:27:46,728] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_11T21_17_47Z/model_trainer/trained_model/model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_11T21_17_47Z/model_trainer/trained_model/model.joblib
[2025-05-11 22:27:46,728] - INFO - s3_syncer - Directory synced to S3: artifacts -> s3://networksecurity-dev-artifacts/artifacts/artifacts
[2025-05-11 22:27:46,728] - INFO - s3_syncer - Walking through directory: E:/MyProjects/networksecurity/logs
[2025-05-11 22:27:46,728] - INFO - s3_syncer - Target S3 prefix: artifacts/logs
[2025-05-11 22:27:46,728] - INFO - s3_syncer - Uploading file: logs/2025_05_01T19_59_20Z/2025_05_01T19_59_20Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_01T19_59_20Z/2025_05_01T19_59_20Z.log
[2025-05-11 22:27:47,036] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_01T19_59_20Z/2025_05_01T19_59_20Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_01T19_59_20Z/2025_05_01T19_59_20Z.log
[2025-05-11 22:27:47,036] - INFO - s3_syncer - Uploading file: logs/2025_05_01T20_31_11Z/2025_05_01T20_31_11Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_01T20_31_11Z/2025_05_01T20_31_11Z.log
[2025-05-11 22:27:47,420] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_01T20_31_11Z/2025_05_01T20_31_11Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_01T20_31_11Z/2025_05_01T20_31_11Z.log
[2025-05-11 22:27:47,421] - INFO - s3_syncer - Uploading file: logs/2025_05_11T20_55_11Z/2025_05_11T20_55_11Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_55_11Z/2025_05_11T20_55_11Z.log
[2025-05-11 22:27:47,667] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_11T20_55_11Z/2025_05_11T20_55_11Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_55_11Z/2025_05_11T20_55_11Z.log
[2025-05-11 22:27:47,667] - INFO - s3_syncer - Uploading file: logs/2025_05_11T20_56_08Z/2025_05_11T20_56_08Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_56_08Z/2025_05_11T20_56_08Z.log
[2025-05-11 22:27:47,916] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_11T20_56_08Z/2025_05_11T20_56_08Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_56_08Z/2025_05_11T20_56_08Z.log
[2025-05-11 22:27:47,916] - INFO - s3_syncer - Uploading file: logs/2025_05_11T20_58_13Z/2025_05_11T20_58_13Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_58_13Z/2025_05_11T20_58_13Z.log
[2025-05-11 22:27:48,165] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_11T20_58_13Z/2025_05_11T20_58_13Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_58_13Z/2025_05_11T20_58_13Z.log
[2025-05-11 22:27:48,170] - INFO - s3_syncer - Uploading file: logs/2025_05_11T20_58_21Z/2025_05_11T20_58_21Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_58_21Z/2025_05_11T20_58_21Z.log
[2025-05-11 22:27:48,418] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_11T20_58_21Z/2025_05_11T20_58_21Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T20_58_21Z/2025_05_11T20_58_21Z.log
[2025-05-11 22:27:48,418] - INFO - s3_syncer - Uploading file: logs/2025_05_11T21_17_47Z/2025_05_11T21_17_47Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T21_17_47Z/2025_05_11T21_17_47Z.log
[2025-05-11 22:27:48,785] - INFO - s3_syncer - File uploaded to S3: logs/2025_05_11T21_17_47Z/2025_05_11T21_17_47Z.log -> s3://networksecurity-dev-artifacts/artifacts/logs/2025_05_11T21_17_47Z/2025_05_11T21_17_47Z.log
[2025-05-11 22:27:48,785] - INFO - s3_syncer - Directory synced to S3: logs -> s3://networksecurity-dev-artifacts/artifacts/logs
[2025-05-11 22:27:48,785] - INFO - model_pusher - Model push process completed successfully.
[2025-05-11 22:27:48,785] - INFO - training_pipeline - ========== Training Pipeline Completed Successfully ==========
[2025-05-11 22:36:29,653] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
[2025-05-11 22:37:10,590] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
[2025-05-11 23:14:06,492] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
[2025-05-11 23:14:13,475] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
[2025-05-11 23:14:26,110] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
